Area,Item,Year,Unit,Value
Brazil,"Oilcrops, Other",2010,kcal/capita/day,18.31
Brazil,"Oilcrops, Other",2011,kcal/capita/day,19.05
Brazil,"Oilcrops, Other",2012,kcal/capita/day,18.46
Brazil,"Oilcrops, Other",2013,kcal/capita/day,18.3
Brazil,"Oilcrops, Other",2014,kcal/capita/day,19.08
Brazil,"Oilcrops, Other",2015,kcal/capita/day,20.52
Brazil,"Oilcrops, Other",2016,kcal/capita/day,19.87
Brazil,"Oilcrops, Other",2017,kcal/capita/day,21.08
Brazil,"Oilcrops, Other",2018,kcal/capita/day,21.9
Brazil,"Oilcrops, Other",2019,kcal/capita/day,0
Brazil,"Oilcrops, Other",2020,kcal/capita/day,0
Brazil,Soyabean Oil,2010,kcal/capita/day,284.62
Brazil,Soyabean Oil,2011,kcal/capita/day,284.48
Brazil,Soyabean Oil,2012,kcal/capita/day,283.16
Brazil,Soyabean Oil,2013,kcal/capita/day,283.11
Brazil,Soyabean Oil,2014,kcal/capita/day,301.6
Brazil,Soyabean Oil,2015,kcal/capita/day,309.86
Brazil,Soyabean Oil,2016,kcal/capita/day,308.37
Brazil,Soyabean Oil,2017,kcal/capita/day,308.46
Brazil,Soyabean Oil,2018,kcal/capita/day,307.55
Brazil,Soyabean Oil,2019,kcal/capita/day,325.68
Brazil,Soyabean Oil,2020,kcal/capita/day,313.22
Brazil,Groundnut Oil,2010,kcal/capita/day,0.12
Brazil,Groundnut Oil,2011,kcal/capita/day,0.13
Brazil,Groundnut Oil,2012,kcal/capita/day,0.09
Brazil,Groundnut Oil,2013,kcal/capita/day,0.48
Brazil,Groundnut Oil,2014,kcal/capita/day,0.43
Brazil,Groundnut Oil,2015,kcal/capita/day,1.12
Brazil,Groundnut Oil,2016,kcal/capita/day,0
Brazil,Groundnut Oil,2017,kcal/capita/day,0.1
Brazil,Groundnut Oil,2018,kcal/capita/day,0.95
Brazil,Groundnut Oil,2019,kcal/capita/day,0.65
Brazil,Groundnut Oil,2020,kcal/capita/day,0.52
Brazil,Sunflowerseed Oil,2010,kcal/capita/day,7.69
Brazil,Sunflowerseed Oil,2011,kcal/capita/day,7.93
Brazil,Sunflowerseed Oil,2012,kcal/capita/day,10.05
Brazil,Sunflowerseed Oil,2013,kcal/capita/day,8.4
Brazil,Sunflowerseed Oil,2014,kcal/capita/day,8.46
Brazil,Sunflowerseed Oil,2015,kcal/capita/day,8.95
Brazil,Sunflowerseed Oil,2016,kcal/capita/day,7.66
Brazil,Sunflowerseed Oil,2017,kcal/capita/day,8.53
Brazil,Sunflowerseed Oil,2018,kcal/capita/day,10.94
Brazil,Sunflowerseed Oil,2019,kcal/capita/day,27.8
Brazil,Sunflowerseed Oil,2020,kcal/capita/day,27.25
Brazil,Cottonseed Oil,2010,kcal/capita/day,31.39
Brazil,Cottonseed Oil,2011,kcal/capita/day,39.05
Brazil,Cottonseed Oil,2012,kcal/capita/day,42.26
Brazil,Cottonseed Oil,2013,kcal/capita/day,39.35
Brazil,Cottonseed Oil,2014,kcal/capita/day,31.64
Brazil,Cottonseed Oil,2015,kcal/capita/day,33.96
Brazil,Cottonseed Oil,2016,kcal/capita/day,30.51
Brazil,Cottonseed Oil,2017,kcal/capita/day,30.06
Brazil,Cottonseed Oil,2018,kcal/capita/day,40.18
Brazil,Cottonseed Oil,2019,kcal/capita/day,30.6
Brazil,Cottonseed Oil,2020,kcal/capita/day,51.71
Brazil,Palmkernel Oil,2010,kcal/capita/day,0
Brazil,Palmkernel Oil,2011,kcal/capita/day,0
Brazil,Palmkernel Oil,2012,kcal/capita/day,0
Brazil,Palmkernel Oil,2013,kcal/capita/day,0
Brazil,Palmkernel Oil,2014,kcal/capita/day,0
Brazil,Palmkernel Oil,2015,kcal/capita/day,0
Brazil,Palmkernel Oil,2016,kcal/capita/day,0
Brazil,Palmkernel Oil,2017,kcal/capita/day,0
Brazil,Palmkernel Oil,2018,kcal/capita/day,0
Brazil,Palmkernel Oil,2019,kcal/capita/day,0
Brazil,Palmkernel Oil,2020,kcal/capita/day,0
Brazil,Palm Oil,2010,kcal/capita/day,45.12
Brazil,Palm Oil,2011,kcal/capita/day,48.73
Brazil,Palm Oil,2012,kcal/capita/day,54.88
Brazil,Palm Oil,2013,kcal/capita/day,58.84
Brazil,Palm Oil,2014,kcal/capita/day,61.6
Brazil,Palm Oil,2015,kcal/capita/day,67.56
Brazil,Palm Oil,2016,kcal/capita/day,66.87
Brazil,Palm Oil,2017,kcal/capita/day,67.36
Brazil,Palm Oil,2018,kcal/capita/day,66.88
Brazil,Palm Oil,2019,kcal/capita/day,60.81
Brazil,Palm Oil,2020,kcal/capita/day,88.25
Brazil,Coconut Oil,2010,kcal/capita/day,0.32
Brazil,Coconut Oil,2011,kcal/capita/day,0.33
Brazil,Coconut Oil,2012,kcal/capita/day,0.34
Brazil,Coconut Oil,2013,kcal/capita/day,0.33
Brazil,Coconut Oil,2014,kcal/capita/day,0.32
Brazil,Coconut Oil,2015,kcal/capita/day,0.33
Brazil,Coconut Oil,2016,kcal/capita/day,0.33
Brazil,Coconut Oil,2017,kcal/capita/day,0.33
Brazil,Coconut Oil,2018,kcal/capita/day,0.33
Brazil,Coconut Oil,2019,kcal/capita/day,0.93
Brazil,Coconut Oil,2020,kcal/capita/day,1.09
Brazil,Sesameseed Oil,2010,kcal/capita/day,0.11
Brazil,Sesameseed Oil,2011,kcal/capita/day,0.11
Brazil,Sesameseed Oil,2012,kcal/capita/day,0.11
Brazil,Sesameseed Oil,2013,kcal/capita/day,0.11
Brazil,Sesameseed Oil,2014,kcal/capita/day,0.11
Brazil,Sesameseed Oil,2015,kcal/capita/day,0.11
Brazil,Sesameseed Oil,2016,kcal/capita/day,0.1
Brazil,Sesameseed Oil,2017,kcal/capita/day,0.11
Brazil,Sesameseed Oil,2018,kcal/capita/day,0.11
Brazil,Sesameseed Oil,2019,kcal/capita/day,0.11
Brazil,Sesameseed Oil,2020,kcal/capita/day,0.1
Brazil,Olive Oil,2010,kcal/capita/day,6.91
Brazil,Olive Oil,2011,kcal/capita/day,7.82
Brazil,Olive Oil,2012,kcal/capita/day,9.44
Brazil,Olive Oil,2013,kcal/capita/day,8.82
Brazil,Olive Oil,2014,kcal/capita/day,8.88
Brazil,Olive Oil,2015,kcal/capita/day,6.82
Brazil,Olive Oil,2016,kcal/capita/day,6.7
Brazil,Olive Oil,2017,kcal/capita/day,7.04
Brazil,Olive Oil,2018,kcal/capita/day,9.23
Brazil,Olive Oil,2019,kcal/capita/day,10.38
Brazil,Olive Oil,2020,kcal/capita/day,12.47
Brazil,Ricebran Oil,2010,kcal/capita/day,1.86
Brazil,Ricebran Oil,2011,kcal/capita/day,1.86
Brazil,Ricebran Oil,2012,kcal/capita/day,1.87
Brazil,Ricebran Oil,2013,kcal/capita/day,1.87
Brazil,Ricebran Oil,2014,kcal/capita/day,1.87
Brazil,Ricebran Oil,2015,kcal/capita/day,1.86
Brazil,Ricebran Oil,2016,kcal/capita/day,1.85
Brazil,Ricebran Oil,2017,kcal/capita/day,1.85
Brazil,Ricebran Oil,2018,kcal/capita/day,1.85
Brazil,Ricebran Oil,2019,kcal/capita/day,2.11
Brazil,Ricebran Oil,2020,kcal/capita/day,1.65
Brazil,Maize Germ Oil,2010,kcal/capita/day,1.91
Brazil,Maize Germ Oil,2011,kcal/capita/day,1.92
Brazil,Maize Germ Oil,2012,kcal/capita/day,1.92
Brazil,Maize Germ Oil,2013,kcal/capita/day,1.92
Brazil,Maize Germ Oil,2014,kcal/capita/day,1.92
Brazil,Maize Germ Oil,2015,kcal/capita/day,1.91
Brazil,Maize Germ Oil,2016,kcal/capita/day,1.91
Brazil,Maize Germ Oil,2017,kcal/capita/day,1.91
Brazil,Maize Germ Oil,2018,kcal/capita/day,1.91
Brazil,Maize Germ Oil,2019,kcal/capita/day,11.21
Brazil,Maize Germ Oil,2020,kcal/capita/day,3.89
Brazil,"Oilcrops Oil, Other",2010,kcal/capita/day,49.02
Brazil,"Oilcrops Oil, Other",2011,kcal/capita/day,49.17
Brazil,"Oilcrops Oil, Other",2012,kcal/capita/day,49.22
Brazil,"Oilcrops Oil, Other",2013,kcal/capita/day,49.32
Brazil,"Oilcrops Oil, Other",2014,kcal/capita/day,49.31
Brazil,"Oilcrops Oil, Other",2015,kcal/capita/day,49.08
Brazil,"Oilcrops Oil, Other",2016,kcal/capita/day,48.85
Brazil,"Oilcrops Oil, Other",2017,kcal/capita/day,48.86
Brazil,"Oilcrops Oil, Other",2018,kcal/capita/day,48.9
Brazil,"Oilcrops Oil, Other",2019,kcal/capita/day,82.4
Brazil,"Oilcrops Oil, Other",2020,kcal/capita/day,77.9
China,"Oilcrops, Other",2010,kcal/capita/day,0.05
China,"Oilcrops, Other",2011,kcal/capita/day,0.04
China,"Oilcrops, Other",2012,kcal/capita/day,0
China,"Oilcrops, Other",2013,kcal/capita/day,0.01
China,"Oilcrops, Other",2014,kcal/capita/day,0.01
China,"Oilcrops, Other",2015,kcal/capita/day,0.01
China,"Oilcrops, Other",2016,kcal/capita/day,0.01
China,"Oilcrops, Other",2017,kcal/capita/day,0.01
China,"Oilcrops, Other",2018,kcal/capita/day,0.01
China,"Oilcrops, Other",2019,kcal/capita/day,0.01
China,"Oilcrops, Other",2020,kcal/capita/day,0.02
China,Soyabean Oil,2010,kcal/capita/day,51.03
China,Soyabean Oil,2011,kcal/capita/day,51.14
China,Soyabean Oil,2012,kcal/capita/day,53.69
China,Soyabean Oil,2013,kcal/capita/day,55.94
China,Soyabean Oil,2014,kcal/capita/day,60.34
China,Soyabean Oil,2015,kcal/capita/day,63.49
China,Soyabean Oil,2016,kcal/capita/day,64.97
China,Soyabean Oil,2017,kcal/capita/day,68.18
China,Soyabean Oil,2018,kcal/capita/day,70.06
China,Soyabean Oil,2019,kcal/capita/day,70.58
China,Soyabean Oil,2020,kcal/capita/day,73.97
China,Groundnut Oil,2010,kcal/capita/day,19.04
China,Groundnut Oil,2011,kcal/capita/day,17.76
China,Groundnut Oil,2012,kcal/capita/day,16.04
China,Groundnut Oil,2013,kcal/capita/day,16.73
China,Groundnut Oil,2014,kcal/capita/day,17.4
China,Groundnut Oil,2015,kcal/capita/day,18.03
China,Groundnut Oil,2016,kcal/capita/day,18.82
China,Groundnut Oil,2017,kcal/capita/day,19.49
China,Groundnut Oil,2018,kcal/capita/day,19.38
China,Groundnut Oil,2019,kcal/capita/day,16.75
China,Groundnut Oil,2020,kcal/capita/day,20.2
China,Sunflowerseed Oil,2010,kcal/capita/day,3.35
China,Sunflowerseed Oil,2011,kcal/capita/day,3.39
China,Sunflowerseed Oil,2012,kcal/capita/day,3.66
China,Sunflowerseed Oil,2013,kcal/capita/day,3.8
China,Sunflowerseed Oil,2014,kcal/capita/day,3.99
China,Sunflowerseed Oil,2015,kcal/capita/day,4.08
China,Sunflowerseed Oil,2016,kcal/capita/day,4.17
China,Sunflowerseed Oil,2017,kcal/capita/day,4.35
China,Sunflowerseed Oil,2018,kcal/capita/day,4.48
China,Sunflowerseed Oil,2019,kcal/capita/day,5.19
China,Sunflowerseed Oil,2020,kcal/capita/day,5.23
China,Rape and Mustard Oil,2010,kcal/capita/day,34.23
China,Rape and Mustard Oil,2011,kcal/capita/day,31.2
China,Rape and Mustard Oil,2012,kcal/capita/day,31.92
China,Rape and Mustard Oil,2013,kcal/capita/day,34.45
China,Rape and Mustard Oil,2014,kcal/capita/day,35.38
China,Rape and Mustard Oil,2015,kcal/capita/day,33.87
China,Rape and Mustard Oil,2016,kcal/capita/day,35.98
China,Rape and Mustard Oil,2017,kcal/capita/day,34.37
China,Rape and Mustard Oil,2018,kcal/capita/day,35.46
China,Rape and Mustard Oil,2019,kcal/capita/day,31.08
China,Rape and Mustard Oil,2020,kcal/capita/day,43
China,Cottonseed Oil,2010,kcal/capita/day,14.92
China,Cottonseed Oil,2011,kcal/capita/day,14.83
China,Cottonseed Oil,2012,kcal/capita/day,15.21
China,Cottonseed Oil,2013,kcal/capita/day,13.87
China,Cottonseed Oil,2014,kcal/capita/day,14.43
China,Cottonseed Oil,2015,kcal/capita/day,14.97
China,Cottonseed Oil,2016,kcal/capita/day,15.55
China,Cottonseed Oil,2017,kcal/capita/day,13.95
China,Cottonseed Oil,2018,kcal/capita/day,13.89
China,Cottonseed Oil,2019,kcal/capita/day,14.37
China,Cottonseed Oil,2020,kcal/capita/day,14.04
China,Palmkernel Oil,2010,kcal/capita/day,1.23
China,Palmkernel Oil,2011,kcal/capita/day,1.29
China,Palmkernel Oil,2012,kcal/capita/day,1.36
China,Palmkernel Oil,2013,kcal/capita/day,1.41
China,Palmkernel Oil,2014,kcal/capita/day,1.47
China,Palmkernel Oil,2015,kcal/capita/day,1.51
China,Palmkernel Oil,2016,kcal/capita/day,1.57
China,Palmkernel Oil,2017,kcal/capita/day,1.63
China,Palmkernel Oil,2018,kcal/capita/day,1.68
China,Palmkernel Oil,2019,kcal/capita/day,1.96
China,Palmkernel Oil,2020,kcal/capita/day,1.98
China,Palm Oil,2010,kcal/capita/day,52.17
China,Palm Oil,2011,kcal/capita/day,53.62
China,Palm Oil,2012,kcal/capita/day,48.96
China,Palm Oil,2013,kcal/capita/day,50.87
China,Palm Oil,2014,kcal/capita/day,53.02
China,Palm Oil,2015,kcal/capita/day,54.72
China,Palm Oil,2016,kcal/capita/day,56.76
China,Palm Oil,2017,kcal/capita/day,51.61
China,Palm Oil,2018,kcal/capita/day,53.13
China,Palm Oil,2019,kcal/capita/day,66.23
China,Palm Oil,2020,kcal/capita/day,60.47
China,Coconut Oil,2010,kcal/capita/day,5.43
China,Coconut Oil,2011,kcal/capita/day,3.03
China,Coconut Oil,2012,kcal/capita/day,3.68
China,Coconut Oil,2013,kcal/capita/day,2.34
China,Coconut Oil,2014,kcal/capita/day,2.47
China,Coconut Oil,2015,kcal/capita/day,2.54
China,Coconut Oil,2016,kcal/capita/day,2.34
China,Coconut Oil,2017,kcal/capita/day,2.33
China,Coconut Oil,2018,kcal/capita/day,2.53
China,Coconut Oil,2019,kcal/capita/day,2.94
China,Coconut Oil,2020,kcal/capita/day,2.75
China,Sesameseed Oil,2010,kcal/capita/day,3.69
China,Sesameseed Oil,2011,kcal/capita/day,3.84
China,Sesameseed Oil,2012,kcal/capita/day,4
China,Sesameseed Oil,2013,kcal/capita/day,4.17
China,Sesameseed Oil,2014,kcal/capita/day,4.33
China,Sesameseed Oil,2015,kcal/capita/day,4.48
China,Sesameseed Oil,2016,kcal/capita/day,4.65
China,Sesameseed Oil,2017,kcal/capita/day,4.82
China,Sesameseed Oil,2018,kcal/capita/day,4.98
China,Sesameseed Oil,2019,kcal/capita/day,5.15
China,Sesameseed Oil,2020,kcal/capita/day,4.83
China,Olive Oil,2010,kcal/capita/day,0.64
China,Olive Oil,2011,kcal/capita/day,0.71
China,Olive Oil,2012,kcal/capita/day,0.77
China,Olive Oil,2013,kcal/capita/day,0.72
China,Olive Oil,2014,kcal/capita/day,0.79
China,Olive Oil,2015,kcal/capita/day,0.71
China,Olive Oil,2016,kcal/capita/day,0.79
China,Olive Oil,2017,kcal/capita/day,0.76
China,Olive Oil,2018,kcal/capita/day,0.78
China,Olive Oil,2019,kcal/capita/day,0.97
China,Olive Oil,2020,kcal/capita/day,1
China,Ricebran Oil,2010,kcal/capita/day,1.95
China,Ricebran Oil,2011,kcal/capita/day,1.95
China,Ricebran Oil,2012,kcal/capita/day,1.8
China,Ricebran Oil,2013,kcal/capita/day,1.88
China,Ricebran Oil,2014,kcal/capita/day,1.96
China,Ricebran Oil,2015,kcal/capita/day,2.03
China,Ricebran Oil,2016,kcal/capita/day,2.11
China,Ricebran Oil,2017,kcal/capita/day,2.19
China,Ricebran Oil,2018,kcal/capita/day,2.22
China,Ricebran Oil,2019,kcal/capita/day,1.98
China,Ricebran Oil,2020,kcal/capita/day,1.98
China,Maize Germ Oil,2010,kcal/capita/day,3.79
China,Maize Germ Oil,2011,kcal/capita/day,3.93
China,Maize Germ Oil,2012,kcal/capita/day,4.13
China,Maize Germ Oil,2013,kcal/capita/day,4.26
China,Maize Germ Oil,2014,kcal/capita/day,4.42
China,Maize Germ Oil,2015,kcal/capita/day,4.58
China,Maize Germ Oil,2016,kcal/capita/day,4.75
China,Maize Germ Oil,2017,kcal/capita/day,4.93
China,Maize Germ Oil,2018,kcal/capita/day,5.08
China,Maize Germ Oil,2019,kcal/capita/day,5.89
China,Maize Germ Oil,2020,kcal/capita/day,5.97
China,"Oilcrops Oil, Other",2010,kcal/capita/day,1.48
China,"Oilcrops Oil, Other",2011,kcal/capita/day,1.48
China,"Oilcrops Oil, Other",2012,kcal/capita/day,1.57
China,"Oilcrops Oil, Other",2013,kcal/capita/day,1.58
China,"Oilcrops Oil, Other",2014,kcal/capita/day,1.86
China,"Oilcrops Oil, Other",2015,kcal/capita/day,1.67
China,"Oilcrops Oil, Other",2016,kcal/capita/day,1.56
China,"Oilcrops Oil, Other",2017,kcal/capita/day,1.6
China,"Oilcrops Oil, Other",2018,kcal/capita/day,1.72
China,"Oilcrops Oil, Other",2019,kcal/capita/day,1.82
China,"Oilcrops Oil, Other",2020,kcal/capita/day,1.76
Germany,"Oilcrops, Other",2010,kcal/capita/day,1.57
Germany,"Oilcrops, Other",2011,kcal/capita/day,1.67
Germany,"Oilcrops, Other",2012,kcal/capita/day,1.79
Germany,"Oilcrops, Other",2013,kcal/capita/day,1.63
Germany,"Oilcrops, Other",2014,kcal/capita/day,1.75
Germany,"Oilcrops, Other",2015,kcal/capita/day,1.75
Germany,"Oilcrops, Other",2016,kcal/capita/day,1.76
Germany,"Oilcrops, Other",2017,kcal/capita/day,1.75
Germany,"Oilcrops, Other",2018,kcal/capita/day,1.56
Germany,"Oilcrops, Other",2019,kcal/capita/day,0.93
Germany,"Oilcrops, Other",2020,kcal/capita/day,1.06
Germany,Soyabean Oil,2010,kcal/capita/day,125.45
Germany,Soyabean Oil,2011,kcal/capita/day,125.63
Germany,Soyabean Oil,2012,kcal/capita/day,125.78
Germany,Soyabean Oil,2013,kcal/capita/day,125.89
Germany,Soyabean Oil,2014,kcal/capita/day,103.93
Germany,Soyabean Oil,2015,kcal/capita/day,85.67
Germany,Soyabean Oil,2016,kcal/capita/day,116.86
Germany,Soyabean Oil,2017,kcal/capita/day,120.58
Germany,Soyabean Oil,2018,kcal/capita/day,123.35
Germany,Soyabean Oil,2019,kcal/capita/day,129.05
Germany,Soyabean Oil,2020,kcal/capita/day,130.08
Germany,Groundnut Oil,2010,kcal/capita/day,1.6
Germany,Groundnut Oil,2011,kcal/capita/day,1.48
Germany,Groundnut Oil,2012,kcal/capita/day,1.11
Germany,Groundnut Oil,2013,kcal/capita/day,1.15
Germany,Groundnut Oil,2014,kcal/capita/day,1.17
Germany,Groundnut Oil,2015,kcal/capita/day,0.59
Germany,Groundnut Oil,2016,kcal/capita/day,0.33
Germany,Groundnut Oil,2017,kcal/capita/day,0.34
Germany,Groundnut Oil,2018,kcal/capita/day,0.38
Germany,Groundnut Oil,2019,kcal/capita/day,0.89
Germany,Groundnut Oil,2020,kcal/capita/day,0.71
Germany,Sunflowerseed Oil,2010,kcal/capita/day,71.71
Germany,Sunflowerseed Oil,2011,kcal/capita/day,72.09
Germany,Sunflowerseed Oil,2012,kcal/capita/day,76.85
Germany,Sunflowerseed Oil,2013,kcal/capita/day,75.42
Germany,Sunflowerseed Oil,2014,kcal/capita/day,77.26
Germany,Sunflowerseed Oil,2015,kcal/capita/day,82.81
Germany,Sunflowerseed Oil,2016,kcal/capita/day,82.18
Germany,Sunflowerseed Oil,2017,kcal/capita/day,90.76
Germany,Sunflowerseed Oil,2018,kcal/capita/day,99.56
Germany,Sunflowerseed Oil,2019,kcal/capita/day,112.77
Germany,Sunflowerseed Oil,2020,kcal/capita/day,109.31
Germany,Rape and Mustard Oil,2010,kcal/capita/day,119.51
Germany,Rape and Mustard Oil,2011,kcal/capita/day,117.47
Germany,Rape and Mustard Oil,2012,kcal/capita/day,131.95
Germany,Rape and Mustard Oil,2013,kcal/capita/day,127.39
Germany,Rape and Mustard Oil,2014,kcal/capita/day,132.44
Germany,Rape and Mustard Oil,2015,kcal/capita/day,133.32
Germany,Rape and Mustard Oil,2016,kcal/capita/day,132.16
Germany,Rape and Mustard Oil,2017,kcal/capita/day,132.41
Germany,Rape and Mustard Oil,2018,kcal/capita/day,132.62
Germany,Rape and Mustard Oil,2019,kcal/capita/day,138.28
Germany,Rape and Mustard Oil,2020,kcal/capita/day,134.91
Germany,Cottonseed Oil,2014,kcal/capita/day,0
Germany,Cottonseed Oil,2015,kcal/capita/day,0
Germany,Cottonseed Oil,2016,kcal/capita/day,0
Germany,Cottonseed Oil,2017,kcal/capita/day,0
Germany,Cottonseed Oil,2019,kcal/capita/day,0
Germany,Cottonseed Oil,2020,kcal/capita/day,0
Germany,Palmkernel Oil,2014,kcal/capita/day,0
Germany,Palmkernel Oil,2015,kcal/capita/day,0
Germany,Palmkernel Oil,2016,kcal/capita/day,0
Germany,Palmkernel Oil,2017,kcal/capita/day,0
Germany,Palmkernel Oil,2019,kcal/capita/day,0
Germany,Palmkernel Oil,2020,kcal/capita/day,0
Germany,Palm Oil,2010,kcal/capita/day,45.04
Germany,Palm Oil,2011,kcal/capita/day,33.16
Germany,Palm Oil,2012,kcal/capita/day,38.06
Germany,Palm Oil,2013,kcal/capita/day,37.04
Germany,Palm Oil,2014,kcal/capita/day,39.92
Germany,Palm Oil,2015,kcal/capita/day,39.63
Germany,Palm Oil,2016,kcal/capita/day,64.7
Germany,Palm Oil,2017,kcal/capita/day,65.18
Germany,Palm Oil,2018,kcal/capita/day,47.59
Germany,Palm Oil,2019,kcal/capita/day,53.04
Germany,Palm Oil,2020,kcal/capita/day,51.85
Germany,Coconut Oil,2010,kcal/capita/day,27.44
Germany,Coconut Oil,2011,kcal/capita/day,31.93
Germany,Coconut Oil,2012,kcal/capita/day,28.65
Germany,Coconut Oil,2013,kcal/capita/day,34.12
Germany,Coconut Oil,2014,kcal/capita/day,31.04
Germany,Coconut Oil,2015,kcal/capita/day,31.67
Germany,Coconut Oil,2016,kcal/capita/day,8.91
Germany,Coconut Oil,2017,kcal/capita/day,9.05
Germany,Coconut Oil,2018,kcal/capita/day,26.01
Germany,Coconut Oil,2019,kcal/capita/day,18.93
Germany,Coconut Oil,2020,kcal/capita/day,19.89
Germany,Sesameseed Oil,2010,kcal/capita/day,1.47
Germany,Sesameseed Oil,2011,kcal/capita/day,1.81
Germany,Sesameseed Oil,2012,kcal/capita/day,1.94
Germany,Sesameseed Oil,2013,kcal/capita/day,1.88
Germany,Sesameseed Oil,2014,kcal/capita/day,2.09
Germany,Sesameseed Oil,2015,kcal/capita/day,2.05
Germany,Sesameseed Oil,2016,kcal/capita/day,1.95
Germany,Sesameseed Oil,2017,kcal/capita/day,1.97
Germany,Sesameseed Oil,2018,kcal/capita/day,1.91
Germany,Sesameseed Oil,2019,kcal/capita/day,1.96
